"x_time","y_time_abs","y_time_complex"
"22.526041666666668","9.694803748164201","(-4.33202456529623-8.673106875917572j)"
"22.55859375","10.751984769694753","(-2.0184590233748034-10.560823815342474j)"
"22.591145833333336","13.497598099292707","(-1.7070175081161498-13.389221249834325j)"
"22.623697916666668","14.095125093923128","(-0.10531828678593165-14.094731621134542j)"
"22.65625","13.865657118280739","(1.5090928331262725-13.78329010587589j)"
"22.688802083333336","13.313132236995195","(4.0451166002324515-12.683710878534109j)"
"22.721354166666668","14.897853118221187","(4.477321152019971-14.209138708372414j)"
"22.75390625","13.597450303836682","(6.930717578343242-11.698538738430209j)"
"22.786458333333336","9.887683749594633","(7.032412766999129-6.950644618058488j)"
"22.819010416666668","11.008206465547342","(10.343862347606445-3.766314023271031j)"
"22.8515625","11.542874875999475","(11.138356008980562-3.0290239055158503j)"
"22.884114583333336","12.643270494829805","(12.638360041654893+0.35234111729238826j)"
"22.916666666666668","14.043737118821317","(13.6171762324678+3.4349765234239586j)"
"22.94921875","15.06900355544129","(13.43920965232+6.816341546232199j)"
"22.981770833333336","17.872455613496733","(15.898962027934266+8.163802795922699j)"
"23.014322916666668","18.552189118995607","(15.848114433606321+9.64473898072405j)"
"23.046875","19.081230509851228","(15.619300259130576+10.960420483959588j)"
"23.079427083333336","20.392833990226865","(13.757007116869646+15.053651827359035j)"
"23.111979166666668","17.201393046175063","(11.100220313234605+13.140511090770163j)"
"23.14453125","13.768161447963179","(8.513348951800483+10.820589599557742j)"
"23.177083333333336","12.193639489143838","(7.242159093601895+9.809993662289868j)"
"23.209635416666668","10.096378359654251","(3.6764715413548616+9.403212907666319j)"
"23.2421875","6.600860240633456","(1.7251951090200321+6.371425095862693j)"
"23.274739583333336","4.150642911660405","(-0.8426084045411115+4.064215503232259j)"
"23.307291666666668","2.874488472815331","(-1.8849840882639521+2.170142614516366j)"
"23.33984375","3.7838610434370348","(-3.5629547010860847+1.2739537644863632j)"
"23.372395833333336","5.341383541623318","(-4.649822029845876-2.628599100183296j)"
"23.404947916666668","6.186477336498191","(-5.361688350437084-3.0862274491347867j)"
"23.4375","8.884317665572327","(-7.103218456169147-5.336233498146284j)"
"23.470052083333336","10.492560862157706","(-6.346860490540989-8.355309411367926j)"
"23.502604166666668","9.339167619904133","(-5.768469105060632-7.34471347410005j)"
"23.53515625","9.21046598841199","(-5.101094429506373-7.668866887940689j)"
"23.567708333333336","9.551492251650677","(-6.817200738074465-6.690050697127779j)"
"23.600260416666668","7.770596366630052","(-5.024823038014459-5.927336782208626j)"
"23.6328125","8.312611949078315","(-3.0989704028436016-7.713358532977639j)"
"23.665364583333336","3.7033842124609664","(-0.6519299258113236-3.645550986742165j)"
"23.697916666666668","3.423275831076348","(-0.03540284458500942-3.4230927615574123j)"
"23.73046875","1.975456928061141","(1.5090928331262725-1.2747819012018018j)"
"23.763020833333336","4.210385659323995","(4.032404701650466-1.2112224082918723j)"
"23.795572916666668","4.485593540959454","(3.8862178679576282+2.2400580567172885j)"
"23.828125","5.804452488558253","(5.119272030410256+2.735822101414737j)"
"23.860677083333336","5.632056530650868","(4.86503405877054+2.837517290070624j)"
"23.893229166666668","5.339519398451893","(5.10656013182827+1.5599714825810451j)"
"23.92578125","2.9960537340101303","(2.627739908341028+1.4392084460521792j)"
"23.958333333333336","1.8756572538089784","(1.7315510583110252+0.7209861761699783j)"
"23.990885416666668","1.4431584135323186","(1.4264654923433644+0.21886618218153678j)"
"24.0234375","2.158281922369908","(-0.0099790474210377-2.158258852649819j)"
"24.055989583333336","3.767815382330955","(-0.7917608102131681-3.6836866824881223j)"
"24.088541666666668","4.605103707330053","(-1.1985415648367155-4.446400597407274j)"
"24.12109375","7.13798469664616","(-1.3892200435665034-7.001492212386432j)"
"24.153645833333336","8.300999897078688","(-2.476087372326295-7.923104859580406j)"
"24.186197916666668","9.074547805830202","(-1.5926104208782772-8.933700796848283j)"
"24.21875","10.384181893257892","(-3.3659202730653037-9.823533697587292j)"
"24.251302083333336","10.185475442094468","(-2.2599850964325348-9.931584835534172j)"
"24.283854166666668","10.821993945568957","(-0.11167423607692457-10.821417736273183j)"
"24.31640625","11.629218180411169","(0.8671419547359865-11.596843549774322j)"
"24.348958333333336","10.448217313151492","(2.4879090239391837-10.147687111427931j)"
"24.381510416666668","8.943652920591012","(2.2082472551354946-8.66675092662658j)"
"24.4140625","7.728201860082367","(3.8798619186666357-6.6836947478367845j)"
"24.446614583333336","5.729978356571878","(4.782406717987632-3.156142891335709j)"
"24.479166666666668","4.598213943361881","(4.598084188548836+0.03454365274274178j)"
"24.51171875","5.2259510472934","(4.165879636761318+3.15531475462027j)"
"24.544270833333336","6.769579698100322","(3.733675084973798+5.646846876689498j)"
"24.576822916666668","8.821246235867525","(3.047232561546562+8.27820988316057j)"
"24.609375","11.61816954177468","(1.5090928331262725+11.519744021566964j)"
"24.641927083333336","13.65801736786265","(1.1340918249576895+13.610851338303638j)"
"24.674479166666668","14.234537798748406","(-0.620150179356359+14.221022470238958j)"
"24.70703125","14.824577400505","(-2.6286301553101246+14.58966752911655j)"
"24.739583333333336","14.814472452625527","(-6.461267577778861+13.331189569499951j)"
"24.772135416666668","13.514170877905928","(-6.58838656359872+11.799405790370654j)"
"24.8046875","12.625254935598926","(-8.495171350896598+9.339653414756391j)"
"24.837239583333336","12.711649412919094","(-10.503651326850363+7.159562807945815j)"
"24.869791666666668","13.496099130786353","(-12.518487252095122+5.04303169404517j)"
"24.90234375","12.672820330731954","(-12.40408016485725+2.5959912170128923j)"
